PC1,PC2,Prediction,TruePositive,FalsePositive,TrueNegative,FalseNegative
-0.6030369767625607,-1.272838051500758,0,0,0,0,1
-0.06819883845301622,-0.8659223742297266,0,0,0,0,1
-0.7803549419004044,-0.5736417573599268,0,0,0,0,1
-1.3161796576781375,-0.9685224068227016,0,0,0,0,1
-1.8588963008168997,0.2545561342072857,0,0,0,0,1
-0.5683219277387399,-0.4714130180823044,0,0,0,0,1
-0.348551157055885,-1.3530472310560377,0,0,0,0,1
-1.6036294361744075,0.7540499376916189,0,0,0,0,1
-2.0654887090856224,0.5247835623927275,0,0,0,0,1
-1.7569755973744885,2.234444654846765,0,0,0,0,1
-1.0198944679753634,-0.9417538681353153,0,0,0,0,1
-0.3005369964768018,-0.24391203557449187,0,0,0,0,1
-1.165165606058054,-1.4169563164388979,0,0,0,0,1
-1.0724518182463605,0.06695349217208521,0,0,0,0,1
-0.035103495380526026,-1.393583018559971,0,0,0,0,1
-1.7523132148698621,-0.15105383224274022,0,0,0,0,1
-1.6242789203564438,0.3919976914768373,0,0,0,0,1
-0.9331266184765895,0.8429854006806802,0,0,0,0,1
-0.17255178197678397,-0.9604967338934508,0,0,0,0,1
-0.28166965521204534,-1.3502911138285008,0,0,0,0,1
0.5288698228085256,-0.5265553899472303,0,0,0,0,1
-0.024109315030549805,0.25016904019945807,0,0,0,0,1
-0.5693674767685185,-0.4055577396479933,0,0,0,0,1
-0.47223331289539566,-0.02712106016084048,0,0,0,0,1
-0.34255083611836246,0.6163969053468892,0,0,0,0,1
0.1127822785599925,0.06258204116663009,0,0,0,0,1
-1.3167281704061002,0.19578284373206847,0,0,0,0,1
-1.0708119842629262,0.5873078029777584,0,0,0,0,1
-0.48263102025522053,-0.4565495311633485,0,0,0,0,1
-0.9219561292362239,-1.8025078517506665,0,0,0,0,1
0.5800642793442333,-0.9938099614765024,0,0,0,0,1
-0.7624590656697564,0.4691427044909707,0,0,0,0,1
-2.2641527875378817,4.135151698080224,0,0,0,0,1
-1.4240553343846492,0.33101597557709594,0,0,0,0,1
-0.38887225889576826,-0.9721416040565353,0,0,0,0,1
-0.061670125002684706,-0.2254994454806829,0,0,0,0,1
-1.0930441623156417,-0.3076636158688219,0,0,0,0,1
-0.5550452694714477,-1.9658544092404477,0,0,0,0,1
-0.9597754437088485,-0.1990032512716826,0,0,0,0,1
-0.8656398693553673,-2.4800537644772707,0,0,0,0,1
-0.976012233261198,-0.08108186705252844,0,0,0,0,1
-1.4684079060815776,2.2681266512343834,0,0,0,0,1
-0.032096613227646814,-0.7454227228129461,0,0,0,0,1
-0.2804304150333676,-1.4414474101066141,0,0,0,0,1
-1.7004857546730527,1.108496380611324,0,0,0,0,1
-1.0844488093992726,0.9338637776681419,0,0,0,0,1
-1.679528609797274,3.3327079242472806,0,0,0,0,1
-1.0525216808721376,0.7676344468578025,0,0,0,0,1
-1.2132353912040048,-1.7996538434262035,0,0,0,0,1
-0.3378353653984212,0.9239086225718898,0,0,0,0,1
0.14219260246149487,-1.3530918479229717,0,0,0,0,1
-0.6463871743089796,-0.12828598061963942,0,0,0,0,1
-0.12238176864182906,-0.8262504496789015,0,0,0,0,1
-0.31667088355519946,-0.6308921613564131,0,0,0,0,1
-1.7532158892830831,0.29767087311951235,0,0,0,0,1
-1.8574062086901109,-0.16563009010869986,0,0,0,0,1
-1.5674125340148133,0.9694206336489081,0,0,0,0,1
-0.5033234111978416,-0.9207340267136966,0,0,0,0,1
-0.9287498651433613,-1.2773069880041075,0,0,0,0,1
0.041688002981485776,-0.4382813131221965,0,0,0,0,1
-0.9554349546472028,0.10344945121315677,0,0,0,0,1
-0.7958395974575948,-1.1889452721649303,0,0,0,0,1
-0.26009129707351286,-0.694483718723442,0,0,0,0,1
-1.6093189563093635,-0.35814153009442495,0,0,0,0,1
-0.8741244548450939,-0.5085498378362419,0,0,0,0,1
-1.3361189429683582,0.08561791560078623,0,0,0,0,1
-0.6555731749684262,-0.4676927511982313,0,0,0,0,1
-1.9124833036633713,2.546994646644356,0,0,0,0,1
-1.261583854329592,2.172437349562375,0,0,0,0,1
-1.3579065109422133,-0.3384712643599139,0,0,0,0,1
-1.0609821290623653,-1.27132367301105,0,0,0,0,1
-0.4918434337553836,-0.09685357528047736,0,0,0,0,1
-1.4380270308765537,0.6322050740096219,0,0,0,0,1
-0.6526280842404454,-1.7359598711539916,0,0,0,0,1
0.47301466148991694,-0.29369399451149375,0,0,0,0,1
-1.399463651903791,1.3230271002041483,0,0,0,0,1
-0.7954289096712776,-0.2547294896380398,0,0,0,0,1
-1.1287898792414903,0.21234998431638183,0,0,0,0,1
-0.07229694018453088,0.18135102548748613,0,0,0,0,1
-1.3477414996889976,0.967259841622489,0,0,0,0,1
-0.3155479063501248,-0.7737914682140562,0,0,0,0,1
-0.36519835884161433,-1.5759973156027163,0,0,0,0,1
0.3709988558267417,-0.4997024473910949,0,0,0,0,1
-0.17207510655357228,-1.4301042996962403,0,0,0,0,1
-0.835435944543926,-0.6563898848974422,0,0,0,0,1
-0.9615808496795386,-0.4501297863035346,0,0,0,0,1
-0.5300599122441576,-0.534659738831442,0,0,0,0,1
-1.3399676393713282,0.5462611408997878,0,0,0,0,1
-1.1476347310957669,-1.2754176010673262,0,0,0,0,1
-0.2124784323124756,-0.0911371850450057,0,0,0,0,1
-0.9915081009751443,-1.332699763876724,0,0,0,0,1
-0.9691211374719313,-0.5990068939711208,0,0,0,0,1
-0.439673993532336,0.7234959407806458,0,0,0,0,1
-0.7239457808590203,-0.006708992243374021,0,0,0,0,1
-0.6399299230082666,-1.493564599188675,0,0,0,0,1
-0.9707801665862538,-0.4127985901472122,0,0,0,0,1
-1.5829347645441072,-1.2633569429448555,0,0,0,0,1
-0.07302429852013964,-1.7205504976308594,0,0,0,0,1
0.9309696752516232,0.14221299132202847,0,0,0,0,1
-1.197865466162307,-0.9443973536710624,0,0,0,0,1
-0.9410959613759784,-0.14005192854513138,0,0,0,0,1
-1.8306257024226316,2.314412445021097,0,0,0,0,1
0.5564353261337224,-0.09136592783688824,0,0,0,0,1
-1.1873348290341041,1.4594411654134938,0,0,0,0,1
-0.5074533586340926,-0.6377552441322643,0,0,0,0,1
-0.42655693728318744,-0.852129787825756,0,0,0,0,1
-1.5527376598758076,0.371601021143857,0,0,0,0,1
-0.988944887760947,-0.11669585531390522,0,0,0,0,1
-0.961600611809982,-0.22657416093485536,0,0,0,0,1
-1.0172553571453158,-0.8836715179661649,0,0,0,0,1
0.5499482165763411,-0.0279945200458927,0,0,0,0,1
-0.013746535521293157,-0.9662759182013531,0,0,0,0,1
-0.4423793659044421,-0.42968857831639173,0,0,0,0,1
-0.6221635595545405,-0.7995595587319021,0,0,0,0,1
-0.9511013736352047,-0.9891770951832649,0,0,0,0,1
-0.629980606403536,-0.35964018302495054,0,0,0,0,1
0.5764049454858284,0.4788458819831778,0,0,0,0,1
-0.15380449124785014,-0.2778747700331809,0,0,0,0,1
-0.5700852939225671,-0.8606348601570557,0,0,0,0,1
-0.5427173424089767,-1.2095171691269724,0,0,0,0,1
-1.288471516090641,0.6414096594857163,0,0,0,0,1
-0.6633367271334029,0.5632282888407375,0,0,0,0,1
-0.3414912161791864,-1.2770944433119444,0,0,0,0,1
1.0963280776337365,0.20771987613041465,0,0,0,0,1
-0.10360275068794225,0.2866328624166487,0,0,0,0,1
0.31359840538285566,-0.7562401745523251,0,0,0,0,1
0.09644581511384373,-0.7122110070130444,0,0,0,0,1
-2.245609630291543,4.848178808159831,0,0,0,0,1
-0.2745762883935243,-0.19351413086364366,0,0,0,0,1
-1.2631663323074878,-0.31639777452144047,0,0,0,0,1
-1.2572926720995201,-1.1225875178943348,0,0,0,0,1
-0.9583765349740977,-1.6847135346151425,0,0,0,0,1
-1.3719490061494786,-0.2658528524076447,0,0,0,0,1
-0.03969694284740085,-0.27897344046141215,0,0,0,0,1
-0.15241914456709824,-1.873153772899035,0,0,0,0,1
-0.6145919269211965,-1.1122781830582709,0,0,0,0,1
-0.9725250962443521,-1.4031291305081506,0,0,0,0,1
0.008237133782365371,-2.0644882014096977,0,0,0,0,1
-1.6856248506891631,1.0844836508444515,0,0,0,0,1
-1.401657404772215,0.6566451638783861,0,0,0,0,1
-0.34091501618261366,-0.8563876817341527,0,0,0,0,1
-0.8265823324651868,0.9263652466319634,0,0,0,0,1
-1.569510863085224,-1.1665579769638268,0,0,0,0,1
-1.2001236394392738,1.5692024562408644,0,0,0,0,1
-1.0583850903432348,0.30014575225389606,0,0,0,0,1
-0.4227315079872826,-1.892836032917335,0,0,0,0,1
-0.1619278794880057,-0.13204717198676139,0,0,0,0,1
-1.2053169044326792,0.87815361392222,0,0,0,0,1
-0.7282813838727693,-0.4844982469512713,0,0,0,0,1
0.16141284816702123,-1.0138276228652539,0,0,0,0,1
-1.6267949287740013,1.8014375531904883,0,0,0,0,1
-0.1886510730005911,-0.4160364514595168,0,0,0,0,1
-1.5750771119398799,-0.3553792205083532,0,0,0,0,1
-0.6378073440494589,-0.07258011953663036,0,0,0,0,1
-0.3813803349136391,-1.311415228868794,0,0,0,0,1
-0.933127749175522,-1.1541418579871963,0,0,0,0,1
-0.755191640281895,-1.2216925458167789,0,0,0,0,1
-1.1839056795064993,-1.077299309459922,0,0,0,0,1
0.20579525653895092,0.4046037755716475,0,0,0,0,1
-0.9418145546455253,0.2579226075444444,0,0,0,0,1
-1.6347979231019252,0.9280448236704166,0,0,0,0,1
-1.1076835689586302,1.5442990160631405,0,0,0,0,1
0.1262174423187528,-1.0578131653873275,0,0,0,0,1
-0.1356001843677014,-1.3372244535204316,0,0,0,0,1
-0.762232569943525,0.03996668477960342,0,0,0,0,1
-0.28234912391271744,-0.8876327579395024,0,0,0,0,1
-0.47719939700356945,0.4357217034259393,0,0,0,0,1
-1.9941480554880542,1.0070296125051494,0,0,0,0,1
-0.09810935229044895,0.9298004662429552,0,0,0,0,1
-0.7043384206700464,-1.3893035125788822,0,0,0,0,1
0.3808592834284434,0.24296160321392654,0,0,0,0,1
0.18128475670341632,-0.17086681517672228,0,0,0,0,1
-1.7592628107043757,0.22608169194145827,0,0,0,0,1
-0.8717591087360123,-0.570207885073239,0,0,0,0,1
-2.523357144377721,3.8117979872452707,0,0,0,0,1
-1.0099540060455405,-0.37441785333200145,0,0,0,0,1
-0.14124587715260234,-0.966720880014602,0,0,0,0,1
-0.7683593444527755,0.15717148107880619,0,0,0,0,1
-0.5841072053865018,-1.4387289342910718,0,0,0,0,1
-0.847636043249998,0.2692069552493073,0,0,0,0,1
-0.49950049224395004,1.180279223842969,0,0,0,0,1
-0.16016354009077105,-0.2725447999204213,0,0,0,0,1
0.10481211946981543,0.022192478893787945,0,0,0,0,1
0.7168676726954096,-0.17234686052048584,0,0,0,0,1
-0.843205027554378,-0.040600843377208866,0,0,0,0,1
0.19634678374356537,-0.8736451342137661,0,0,0,0,1
0.1472570105203045,-0.6475857251583593,0,0,0,0,1
-0.8315192473753715,-1.668652986158187,0,0,0,0,1
-1.0911427270151135,0.2854611918979899,0,0,0,0,1
-0.2099207235036019,-1.8373152202297844,0,0,0,0,1
0.04648341386336461,-0.9128172909716334,0,0,0,0,1
-1.2064685951949965,2.463479469678495,0,0,0,0,1
-2.2968439615418217,3.764680225189171,0,0,0,0,1
-0.5997190030523262,-0.6486712962731198,0,0,0,0,1
-0.8168665872722402,-1.3063495572166806,0,0,0,0,1
-0.33096905947516364,-1.2501944599276218,0,0,0,0,1
-0.37507344379377794,-0.6335753677927648,0,0,0,0,1
-0.5752968941232944,-1.1385182633799757,0,0,0,0,1
-0.33472360986319827,-0.5741528922589585,0,0,0,0,1
-1.094244775389959,2.102842459920468,0,0,0,0,1
-1.7356954374916875,0.866775400701836,0,0,0,0,1
-0.7787335104955476,-1.5672490626214113,0,0,0,0,1
-0.8494574275102188,-1.4205335748841916,0,0,0,0,1
-0.29858735859474245,-1.088615292191589,0,0,0,0,1
-1.5527546110722037,-0.6176844982692622,0,0,0,0,1
-0.41462520615665505,-1.0336531845838286,0,0,0,0,1
-1.0551251111693498,-0.25735313187368664,0,0,0,0,1
0.9623974048117181,0.20073071925563574,0,0,0,0,1
-1.735849494867987,1.188289724139044,0,0,0,0,1
-0.38965953508661655,-2.4797556314445965,0,0,0,0,1
-1.547755843039385,1.434395036966455,0,0,0,0,1
-0.8959969756046189,1.51143471302737,0,0,0,0,1
-1.1129078911833117,0.40075031309491566,0,0,0,0,1
-0.491683803321847,-0.9300472446905993,0,0,0,0,1
0.41501170127902004,-0.8873603891468523,0,0,0,0,1
-1.9620806717994423,3.087440155753342,0,0,0,0,1
-1.0323552442255648,-1.2268268336549364,0,0,0,0,1
-0.2406104885831577,-1.3765069567554813,0,0,0,0,1
-0.8470502090761929,0.24962655543878498,0,0,0,0,1
0.21163865009849142,-0.42722788417561003,0,0,0,0,1
0.6164270782537885,0.2813535185180742,0,0,0,0,1
-1.444699099685598,1.3536825303269815,0,0,0,0,1
-0.5623440304438251,-1.6184263634737939,0,0,0,0,1
0.5049775764686807,0.19923002610117665,0,0,0,0,1
-0.49512574656058933,-1.939688376018694,0,0,0,0,1
-0.7278839477466023,-1.0827681822215973,0,0,0,0,1
1.1832630177552002,0.4705346076373141,0,0,0,0,1
-0.03905453813901888,-0.26890616699254405,0,0,0,0,1
-1.6143902179193093,0.998834556964547,0,0,0,0,1
-0.24847764179231338,-1.132551034435992,0,0,0,0,1
-0.6709794052477873,-0.44540593609576246,0,0,0,0,1
1.0199985490400039,0.47465582556913427,0,0,0,0,1
0.03429145583151066,-1.2652497053965286,0,0,0,0,1
0.6713300063606579,-0.12535520470554423,0,0,0,0,1
-0.7491124635742261,1.1339241016199693,0,0,0,0,1
0.5713068901633501,-0.7817033435714343,0,0,0,0,1
-0.6855613560236578,-0.7099581897424665,0,0,0,0,1
-0.5697509686036334,1.8785447912758424,0,0,0,0,1
-1.831318751689344,1.4013530574613866,0,0,0,0,1
-0.8462035741681457,-0.09607177662278513,0,0,0,0,1
-1.1065195654306526,-0.6075461223787607,0,0,0,0,1
-0.23329072301863168,0.02802768929877697,0,0,0,0,1
-1.2501573774594814,0.45207649387996807,0,0,0,0,1
-0.24718343344593371,-0.3810788633627305,0,0,0,0,1
-0.8665744944911314,-2.0285342826156807,0,0,0,0,1
0.9605914590504967,0.5634318906512463,0,0,0,0,1
-0.4384684758647361,-1.5760729184989164,0,0,0,0,1
-0.03943050038476557,-0.6876900510204866,0,0,0,0,1
-0.9956043799279263,-0.45434744758200907,0,0,0,0,1
-0.22934322285964429,-0.9156035969629466,0,0,0,0,1
-0.9334818415698295,1.2843094904060501,0,0,0,0,1
-1.3958717313204279,-0.2407140952552893,0,0,0,0,1
-0.4965611624473141,-0.9286594970529803,0,0,0,0,1
0.06109250134521091,-0.82577123357785,0,0,0,0,1
-0.057628935538173234,-0.7773562176738953,0,0,0,0,1
-0.6739787645250467,0.013226044173072932,0,0,0,0,1
-0.8501304231436612,-0.5713324298569988,0,0,0,0,1
-0.22039939316741405,-1.4647528251883302,0,0,0,0,1
-1.4989072960672813,0.8302705618329436,0,0,0,0,1
-1.2438436218382012,3.2768226010159562,0,0,0,0,1
-1.4603520492478497,2.038431932139916,0,0,0,0,1
-2.080096390944077,2.6893157642087377,0,0,0,0,1
-0.8381235143921887,0.9790342663070281,0,0,0,0,1
-0.46429098916511174,-1.502021497631927,0,0,0,0,1
-1.0772967245558904,0.9717149161169267,0,0,0,0,1
-1.7566888456769347,1.3177918735441856,0,0,0,0,1
-0.9569146131112177,-1.1161398203229111,0,0,0,0,1
0.21568194976849833,-0.3134019892038328,0,0,0,0,1
-0.042980860770219204,-0.9485748320648502,0,0,0,0,1
-1.1048032887605517,0.012619683640141755,0,0,0,0,1
-0.8840365150785569,-1.2187184592197817,0,0,0,0,1
-1.7942648285476286,3.402731879514067,0,0,0,0,1
0.4537603327595409,0.05258737800063235,0,0,0,0,1
0.29060383794398753,-1.43162216899927,0,0,0,0,1
-0.8843531737975958,-0.7217117985025945,0,0,0,0,1
-0.16559709916882526,-0.7365255799214648,0,0,0,0,1
-0.22186627670368006,0.45738215652221614,0,0,0,0,1
-2.19467267801407,2.515041836855794,0,0,0,0,1
-0.4104790786102879,-1.2969285691631738,0,0,0,0,1
-0.9129097165823834,-1.1783810978277405,0,0,0,0,1
-0.780477514688204,-0.5452843220827228,0,0,0,0,1
0.510498717689279,-0.23664356996217,0,0,0,0,1
-0.8915154000631605,-0.6201722674067829,0,0,0,0,1
-0.37327034511670704,0.5165339503972692,0,0,0,0,1
-1.400842775094503,-0.3542541893079003,0,0,0,0,1
-0.1925819297390828,-1.3159149633802618,0,0,0,0,1
0.4668757308782225,0.44332874601534433,0,0,0,0,1
-0.5600164330540007,-0.4515145549394599,0,0,0,0,1
-1.9545762703540708,2.2368827483158378,0,0,0,0,1
0.623637109225912,-0.30776456481580333,0,0,0,0,1
-0.6647487034883915,-0.404389168904281,0,0,0,0,1
0.16284684471236352,-0.7436714589989059,0,0,0,0,1
0.23486077227027383,0.24456521570391773,0,0,0,0,1
-1.2806954109925377,-0.03364724665581615,0,0,0,0,1
-1.4168844995180925,1.0426677535879683,0,0,0,0,1
-0.6083500129869687,1.0107219277330304,0,0,0,0,1
0.04205277264704219,-0.16920383001280306,0,0,0,0,1
-0.5804140035437388,-0.7591910108769765,0,0,0,0,1
-1.6927963925576879,-0.1205343867092293,0,0,0,0,1
-1.956808903610438,3.78722907565975,0,0,0,0,1
-0.2434106949756367,-1.3722465911468553,0,0,0,0,1
-0.27121726122466044,-0.431977661471352,0,0,0,0,1
-0.24039254860475948,0.012674965827468914,0,0,0,0,1
-0.5354516901171961,-0.8009074065250453,0,0,0,0,1
0.7008975588532875,0.0627976110041548,0,0,0,0,1
-0.6923290160795668,0.7461520425461965,0,0,0,0,1
-0.2070998609769631,-1.1933046760585448,0,0,0,0,1
-2.115630565220808,1.6979223504547325,0,0,0,0,1
-1.4015687578643863,-0.8599092498227365,0,0,0,0,1
